,node_index,node_name,node_source,node_id,node_type
54669,54669,metal ion:proton antiporter activity,GO,51139,molecular_function
54671,54671,protease binding,GO,2020,molecular_function
54686,54686,structural constituent of cytoskeleton,GO,5200,molecular_function
54692,54692,superoxide-generating NAD(P)H oxidase activity,GO,16175,molecular_function
54700,54700,heat shock protein binding,GO,31072,molecular_function
54726,54726,MAP kinase kinase activity,GO,4708,molecular_function
54735,54735,aminopeptidase activity,GO,4177,molecular_function
54743,54743,ubiquitin binding,GO,43130,molecular_function
54758,54758,C-C chemokine binding,GO,19957,molecular_function
54761,54761,protein tyrosine kinase activity,GO,4713,molecular_function
54762,54762,adenylate cyclase activity,GO,4016,molecular_function
54763,54763,protein phosphatase binding,GO,19903,molecular_function
54781,54781,protein tyrosine kinase activator activity,GO,30296,molecular_function
54798,54798,methylenetetrahydrofolate reductase (NAD(P)H) activity,GO,4489,molecular_function
54821,54821,flavin adenine dinucleotide binding,GO,50660,molecular_function
54829,54829,pattern recognition receptor activity,GO,38187,molecular_function
54835,54835,microtubule binding,GO,8017,molecular_function
54866,54866,floppase activity,GO,140328,molecular_function
54886,54886,aspartic-type endopeptidase activity,GO,4190,molecular_function
54899,54899,glucocorticoid receptor binding,GO,35259,molecular_function
54902,54902,clathrin binding,GO,30276,molecular_function
54909,54909,cyclin-dependent protein serine/threonine kinase regulator activity,GO,16538,molecular_function
54940,54940,signaling receptor complex adaptor activity,GO,30159,molecular_function
54941,54941,receptor tyrosine kinase binding,GO,30971,molecular_function
54949,54949,peptidase activator activity,GO,16504,molecular_function
54959,54959,cis-regulatory region sequence-specific DNA binding,GO,987,molecular_function
54962,54962,death receptor binding,GO,5123,molecular_function
54973,54973,(R)-carnitine transmembrane transporter activity,GO,1901235,molecular_function
54979,54979,iron ion binding,GO,5506,molecular_function
55000,55000,GTPase activator activity,GO,5096,molecular_function
55006,55006,protein serine/threonine kinase activator activity,GO,43539,molecular_function
55029,55029,interleukin-8 receptor binding,GO,5153,molecular_function
55032,55032,actinin binding,GO,42805,molecular_function
55049,55049,syntaxin binding,GO,19905,molecular_function
55055,55055,transforming growth factor beta receptor binding,GO,5160,molecular_function
55065,55065,steroid hormone receptor activity,GO,3707,molecular_function
55081,55081,C-C chemokine receptor activity,GO,16493,molecular_function
55082,55082,transporter activity,GO,5215,molecular_function
55093,55093,cysteine-type endopeptidase activity involved in apoptotic process,GO,97153,molecular_function
55100,55100,interleukin-17 receptor activity,GO,30368,molecular_function
55136,55136,iron ion transmembrane transporter activity,GO,5381,molecular_function
55157,55157,DNA (cytosine-5-)-methyltransferase activity,GO,3886,molecular_function
55163,55163,ATP-dependent microtubule motor activity,GO,1990939,molecular_function
55196,55196,chemokine receptor activity,GO,4950,molecular_function
55237,55237,phosphatase binding,GO,19902,molecular_function
55266,55266,protein self-association,GO,43621,molecular_function
55268,55268,interleukin-1 receptor binding,GO,5149,molecular_function
55276,55276,cysteine-type endopeptidase inhibitor activity,GO,4869,molecular_function
55307,55307,alpha-actinin binding,GO,51393,molecular_function
55312,55312,non-membrane spanning protein tyrosine kinase activity,GO,4715,molecular_function
55320,55320,SUMO binding,GO,32183,molecular_function
55325,55325,metalloendopeptidase activity,GO,4222,molecular_function
55347,55347,DNA-binding transcription factor binding,GO,140297,molecular_function
55373,55373,tubulin binding,GO,15631,molecular_function
55389,55389,calcium-dependent protein binding,GO,48306,molecular_function
55436,55436,identical protein binding,GO,42802,molecular_function
55437,55437,protein dimerization activity,GO,46983,molecular_function
55482,55482,ubiquitin protein ligase activity,GO,61630,molecular_function
55497,55497,bHLH transcription factor binding,GO,43425,molecular_function
55500,55500,GTPase binding,GO,51020,molecular_function
55504,55504,actin filament binding,GO,51015,molecular_function
55512,55512,SNARE binding,GO,149,molecular_function
55514,55514,protein N-terminus binding,GO,47485,molecular_function
55517,55517,transport vesicle,GO,30133,cellular_component
55522,55522,integral component of membrane,GO,16021,cellular_component
55534,55534,cytoplasmic vesicle,GO,31410,cellular_component
55537,55537,inclusion body,GO,16234,cellular_component
55538,55538,intracellular membrane-bounded organelle,GO,43231,cellular_component
55573,55573,receptor complex,GO,43235,cellular_component
55581,55581,collagen trimer,GO,5581,cellular_component
55599,55599,RNA polymerase II transcription regulator complex,GO,90575,cellular_component
55601,55601,SMAD protein complex,GO,71141,cellular_component
55634,55634,vesicle,GO,31982,cellular_component
55635,55635,protein-containing complex,GO,32991,cellular_component
55647,55647,early endosome membrane,GO,31901,cellular_component
55649,55649,cell projection,GO,42995,cellular_component
55651,55651,endosome lumen,GO,31904,cellular_component
55657,55657,late endosome membrane,GO,31902,cellular_component
55662,55662,microvillus,GO,5902,cellular_component
55663,55663,ribonucleoprotein complex,GO,1990904,cellular_component
55675,55675,transcription regulator complex,GO,5667,cellular_component
55725,55725,membrane,GO,16020,cellular_component
55726,55726,intrinsic component of plasma membrane,GO,31226,cellular_component
55734,55734,kinesin complex,GO,5871,cellular_component
55741,55741,laminin complex,GO,43256,cellular_component
55754,55754,synapse,GO,45202,cellular_component
55757,55757,glutamatergic synapse,GO,98978,cellular_component
55760,55760,anchored component of plasma membrane,GO,46658,cellular_component
55767,55767,endoplasmic reticulum membrane,GO,5789,cellular_component
55770,55770,terminal bouton,GO,43195,cellular_component
55773,55773,endosome,GO,5768,cellular_component
55774,55774,lysosome,GO,5764,cellular_component
55775,55775,chaperone complex,GO,101031,cellular_component
55782,55782,Golgi-associated vesicle,GO,5798,cellular_component
55783,55783,clathrin-coated vesicle,GO,30136,cellular_component
55791,55791,phagocytic vesicle lumen,GO,97013,cellular_component
55806,55806,autophagosome,GO,5776,cellular_component
55807,55807,phagocytic vesicle,GO,45335,cellular_component
55831,55831,axon,GO,30424,cellular_component
55840,55840,microtubule,GO,5874,cellular_component
55842,55842,integral component of plasma membrane,GO,5887,cellular_component
55850,55850,cytoplasmic ribonucleoprotein granule,GO,36464,cellular_component
55851,55851,membrane raft,GO,45121,cellular_component
55888,55888,mitochondrial membrane,GO,31966,cellular_component
55898,55898,neuron projection,GO,43005,cellular_component
55901,55901,lamellipodium,GO,30027,cellular_component
55902,55902,filopodium,GO,30175,cellular_component
55905,55905,presynapse,GO,98793,cellular_component
55925,55925,dendrite,GO,30425,cellular_component
55943,55943,heterochromatin,GO,792,cellular_component
55951,55951,secretory granule membrane,GO,30667,cellular_component
55952,55952,lysosomal membrane,GO,5765,cellular_component
55959,55959,actin cytoskeleton,GO,15629,cellular_component
55971,55971,endosome membrane,GO,10008,cellular_component
55974,55974,integrin complex,GO,8305,cellular_component
55980,55980,secretory granule lumen,GO,34774,cellular_component
55981,55981,secretory granule,GO,30141,cellular_component
55983,55983,exocytic vesicle,GO,70382,cellular_component
55992,55992,extracellular matrix,GO,31012,cellular_component
56014,56014,insulin-like growth factor binding protein complex,GO,16942,cellular_component
56028,56028,adherens junction,GO,5912,cellular_component
56032,56032,endoplasmic reticulum,GO,5783,cellular_component
56034,56034,late endosome,GO,5770,cellular_component
56048,56048,autophagosome membrane,GO,421,cellular_component
56049,56049,phagocytic vesicle membrane,GO,30670,cellular_component
56052,56052,transport vesicle membrane,GO,30658,cellular_component
56063,56063,intermediate filament,GO,5882,cellular_component
56073,56073,nucleus,GO,5634,cellular_component
56075,56075,Golgi lumen,GO,5796,cellular_component
56085,56085,growth cone,GO,30426,cellular_component
56095,56095,death-inducing signaling complex,GO,31264,cellular_component
56099,56099,collagen-containing extracellular matrix,GO,62023,cellular_component
56101,56101,recycling endosome,GO,55037,cellular_component
56107,56107,nuclear speck,GO,16607,cellular_component
56112,56112,endocytic vesicle,GO,30139,cellular_component
56113,56113,clathrin-coated endocytic vesicle membrane,GO,30669,cellular_component
56117,56117,endoplasmic reticulum lumen,GO,5788,cellular_component
56150,56150,blood microparticle,GO,72562,cellular_component
56152,56152,cell junction,GO,30054,cellular_component
56156,56156,postsynapse,GO,98794,cellular_component
56160,56160,cytoskeleton,GO,5856,cellular_component
56173,56173,chromatin,GO,785,cellular_component
56174,56174,extracellular region,GO,5576,cellular_component
56175,56175,Golgi apparatus,GO,5794,cellular_component
56207,56207,nuclear body,GO,16604,cellular_component
56214,56214,cytoplasmic side of plasma membrane,GO,9898,cellular_component
56223,56223,perinuclear region of cytoplasm,GO,48471,cellular_component
56226,56226,endocytic vesicle membrane,GO,30666,cellular_component
56241,56241,cytoplasm,GO,5737,cellular_component
56263,56263,plasma membrane,GO,5886,cellular_component
56272,56272,late endosome lumen,GO,31906,cellular_component
56275,56275,Golgi cisterna membrane,GO,32580,cellular_component
56278,56278,pericentric heterochromatin,GO,5721,cellular_component
56282,56282,beta-catenin-TCF complex,GO,1990907,cellular_component
56319,56319,early endosome,GO,5769,cellular_component
56322,56322,external side of plasma membrane,GO,9897,cellular_component
56413,56413,dendrite cytoplasm,GO,32839,cellular_component
56424,56424,plasma membrane raft,GO,44853,cellular_component
56432,56432,Golgi membrane,GO,139,cellular_component
56436,56436,cytosol,GO,5829,cellular_component
56449,56449,postsynaptic density,GO,14069,cellular_component
56459,56459,phagolysosome,GO,32010,cellular_component
56460,56460,cortical actin cytoskeleton,GO,30864,cellular_component
56475,56475,"chromosome, centromeric region",GO,775,cellular_component
63112,63112,uterine cervix,UBERON,2,anatomy
63116,63116,islet of Langerhans,UBERON,6,anatomy
63117,63117,pituitary gland,UBERON,7,anatomy
63123,63123,zone of skin,UBERON,14,anatomy
63136,63136,lymph node,UBERON,29,anatomy
63148,63148,tendon,UBERON,43,anatomy
63149,63149,dorsal root ganglion,UBERON,44,anatomy
63164,63164,large intestine,UBERON,59,anatomy
63173,63173,renal glomerulus,UBERON,74,anatomy
63180,63180,metanephros,UBERON,81,anatomy
63181,63181,adult mammalian kidney,UBERON,82,anatomy
63223,63223,intestine,UBERON,160,anatomy
63235,63235,amniotic fluid,UBERON,173,anatomy
63240,63240,blood,UBERON,178,anatomy
63273,63273,colonic mucosa,UBERON,317,anatomy
63359,63359,prefrontal cortex,UBERON,451,anatomy
63370,63370,material anatomical entity,UBERON,465,anatomy
63372,63372,anatomical system,UBERON,467,anatomy
63376,63376,testis,UBERON,473,anatomy
63377,63377,female reproductive system,UBERON,474,anatomy
63407,63407,embryo,UBERON,922,anatomy
63423,63423,stomach,UBERON,945,anatomy
63425,63425,aorta,UBERON,947,anatomy
63426,63426,heart,UBERON,948,anatomy
63430,63430,brain,UBERON,955,anatomy
63431,63431,cerebral cortex,UBERON,956,anatomy
63441,63441,eye,UBERON,970,anatomy
63464,63464,uterus,UBERON,995,anatomy
63465,63465,vagina,UBERON,996,anatomy
63466,63466,mammalian vulva,UBERON,997,anatomy
63481,63481,adipose tissue,UBERON,1013,anatomy
63484,63484,central nervous system,UBERON,1017,anatomy
63488,63488,nerve,UBERON,1021,anatomy
63500,63500,esophagus,UBERON,1043,anatomy
63501,63501,saliva-secreting gland,UBERON,1044,anatomy
63584,63584,skeletal muscle tissue,UBERON,1134,anatomy
63585,63585,smooth muscle tissue,UBERON,1135,anatomy
63602,63602,caecum,UBERON,1153,anatomy
63603,63603,vermiform appendix,UBERON,1154,anatomy
63604,63604,colon,UBERON,1155,anatomy
63608,63608,sigmoid colon,UBERON,1159,anatomy
63609,63609,fundus of stomach,UBERON,1160,anatomy
63674,63674,cortex of kidney,UBERON,1225,anatomy
63680,63680,nephron tubule,UBERON,1231,anatomy
63684,63684,adrenal cortex,UBERON,1235,anatomy
63704,63704,urinary bladder,UBERON,1255,anatomy
63713,63713,pancreas,UBERON,1264,anatomy
63744,63744,endometrium,UBERON,1295,anatomy
63745,63745,myometrium,UBERON,1296,anatomy
63772,63772,tibial nerve,UBERON,1323,anatomy
63824,63824,quadriceps femoris,UBERON,1377,anatomy
63826,63826,vastus lateralis,UBERON,1379,anatomy
63830,63830,muscle of leg,UBERON,1383,anatomy
63920,63920,bone element,UBERON,1474,anatomy
63921,63921,deltoid,UBERON,1476,anatomy
63952,63952,biceps brachii,UBERON,1507,anatomy
64065,64065,coronary artery,UBERON,1621,anatomy
64074,64074,muscle organ,UBERON,1630,anatomy
64081,64081,artery,UBERON,1637,anatomy
64165,64165,tongue,UBERON,1723,anatomy
64170,64170,nasopharynx,UBERON,1728,anatomy
64253,64253,palpebral conjunctiva,UBERON,1812,anatomy
64258,64258,lacrimal gland,UBERON,1817,anatomy
64267,64267,nasal cavity mucosa,UBERON,1826,anatomy
64269,64269,gingiva,UBERON,1828,anatomy
64311,64311,frontal cortex,UBERON,1870,anatomy
64312,64312,temporal lobe,UBERON,1871,anatomy
64313,64313,parietal lobe,UBERON,1872,anatomy
64314,64314,caudate nucleus,UBERON,1873,anatomy
64315,64315,putamen,UBERON,1874,anatomy
64316,64316,globus pallidus,UBERON,1875,anatomy
64317,64317,amygdala,UBERON,1876,anatomy
64323,64323,nucleus accumbens,UBERON,1882,anatomy
64331,64331,forebrain,UBERON,1890,anatomy
64332,64332,midbrain,UBERON,1891,anatomy
64334,64334,telencephalon,UBERON,1893,anatomy
64337,64337,medulla oblongata,UBERON,1896,anatomy
64338,64338,dorsal plus ventral thalamus,UBERON,1897,anatomy
64339,64339,hypothalamus,UBERON,1898,anatomy
64352,64352,mammary gland,UBERON,1911,anatomy
64391,64391,neocortex,UBERON,1950,anatomy
64395,64395,Ammon's horn,UBERON,1954,anatomy
64416,64416,epithelium of esophagus,UBERON,1976,anatomy
64427,64427,placenta,UBERON,1987,anatomy
64460,64460,occipital lobe,UBERON,2021,anatomy
64470,64470,epithelium of bronchus,UBERON,2031,anatomy
64476,64476,cerebellum,UBERON,2037,anatomy
64477,64477,substantia nigra,UBERON,2038,anatomy
64485,64485,thyroid gland,UBERON,2046,anatomy
64487,64487,lung,UBERON,2048,anatomy
64512,64512,hair follicle,UBERON,2073,anatomy
64520,64520,cardiac atrium,UBERON,2081,anatomy
64521,64521,cardiac ventricle,UBERON,2082,anatomy
64523,64523,heart left ventricle,UBERON,2084,anatomy
64544,64544,spleen,UBERON,2106,anatomy
64545,64545,liver,UBERON,2107,anatomy
64546,64546,small intestine,UBERON,2108,anatomy
64548,64548,gall bladder,UBERON,2110,anatomy
64551,64551,kidney,UBERON,2113,anatomy
64552,64552,duodenum,UBERON,2114,anatomy
64553,64553,jejunum,UBERON,2115,anatomy
64565,64565,cerebellar cortex,UBERON,2129,anatomy
64621,64621,bronchus,UBERON,2185,anatomy
64626,64626,subcutaneous adipose tissue,UBERON,2190,anatomy
64653,64653,synovial joint,UBERON,2217,anatomy
64675,64675,spinal cord,UBERON,2240,anatomy
64680,64680,cerebellar hemisphere,UBERON,2245,anatomy
64766,64766,corpus callosum,UBERON,2336,anatomy
64778,64778,myocardium,UBERON,2349,anatomy
64787,64787,peritoneum,UBERON,2358,anatomy
64796,64796,prostate gland,UBERON,2367,anatomy
64798,64798,adrenal gland,UBERON,2369,anatomy
64799,64799,thymus,UBERON,2370,anatomy
64800,64800,bone marrow,UBERON,2371,anatomy
64801,64801,tonsil,UBERON,2372,anatomy
64813,64813,connective tissue,UBERON,2384,anatomy
64814,64814,muscle tissue,UBERON,2385,anatomy
64846,64846,cartilage tissue,UBERON,2418,anatomy
64863,64863,primary visual cortex,UBERON,2436,anatomy
64876,64876,decidua,UBERON,2450,anatomy
64894,64894,esophagus mucosa,UBERON,2469,anatomy
64902,64902,medial globus pallidus,UBERON,2477,anatomy
65076,65076,superior frontal gyrus,UBERON,2661,anatomy
65138,65138,entorhinal cortex,UBERON,2728,anatomy
65415,65415,cingulate cortex,UBERON,3027,anatomy
65509,65509,trachea,UBERON,3126,anatomy
65557,65557,epithelium of mammary gland,UBERON,3244,anatomy
65990,65990,mouth mucosa,UBERON,3729,anatomy
66050,66050,fallopian tube,UBERON,3889,anatomy
66747,66747,cerebellar vermis,UBERON,4720,anatomy
66760,66760,metanephric glomerulus,UBERON,4736,anatomy
66823,66823,cervix epithelium,UBERON,4801,anatomy
66826,66826,oviduct epithelium,UBERON,4804,anatomy
66841,66841,kidney epithelium,UBERON,4819,anatomy
67143,67143,thoracic mammary gland,UBERON,5200,anatomy
67302,67302,nasal cavity epithelium,UBERON,5384,anatomy
68030,68030,Brodmann (1909) area 46,UBERON,6483,anatomy
68316,68316,squamous epithelium,UBERON,6914,anatomy
68618,68618,layer of synovial tissue,UBERON,7616,anatomy
68729,68729,adipose tissue of abdominal region,UBERON,7808,anatomy
69442,69442,dorsolateral prefrontal cortex,UBERON,9834,anatomy
69443,69443,anterior cingulate cortex,UBERON,9835,anatomy
69864,69864,omental fat pad,UBERON,10414,anatomy
71196,71196,Brodmann (1909) area 9,UBERON,13540,anatomy
71729,71729,skeletal muscle organ,UBERON,14892,anatomy
72147,72147,frontal lobe,UBERON,16525,anatomy
100074,100074,type 2 immune response,GO,42092,biological_process
100078,100078,platelet aggregation,GO,70527,biological_process
100117,100117,forebrain development,GO,30900,biological_process
100118,100118,hair follicle development,GO,1942,biological_process
100120,100120,midbrain development,GO,30901,biological_process
100189,100189,brainstem development,GO,3360,biological_process
100201,100201,maternal placenta development,GO,1893,biological_process
100209,100209,endocrine pancreas development,GO,31018,biological_process
100232,100232,olfactory bulb development,GO,21772,biological_process
100233,100233,hippocampus development,GO,21766,biological_process
100236,100236,medullary reticular formation development,GO,21723,biological_process
100246,100246,striatum development,GO,21756,biological_process
100266,100266,growth hormone secretion,GO,30252,biological_process
100267,100267,glucagon secretion,GO,70091,biological_process
100308,100308,positive regulation of corticotropin secretion,GO,51461,biological_process
100321,100321,positive regulation of cold-induced thermogenesis,GO,120162,biological_process
100325,100325,positive regulation of multicellular organism growth,GO,40018,biological_process
100339,100339,positive regulation of adipose tissue development,GO,1904179,biological_process
100346,100346,positive regulation of mammary gland epithelial cell proliferation,GO,33601,biological_process
100359,100359,positive regulation of renal albumin absorption,GO,2000534,biological_process
100368,100368,positive regulation of bone development,GO,1903012,biological_process
100400,100400,sperm capacitation,GO,48240,biological_process
100416,100416,DNA methylation involved in gamete generation,GO,43046,biological_process
100481,100481,decidualization,GO,46697,biological_process
100514,100514,branching involved in labyrinthine layer morphogenesis,GO,60670,biological_process
100528,100528,spermatogenesis,GO,7283,biological_process
100616,100616,innate immune response in mucosa,GO,2227,biological_process
100617,100617,antifungal innate immune response,GO,61760,biological_process
100623,100623,"complement activation, lectin pathway",GO,1867,biological_process
100699,100699,post-embryonic digestive tract morphogenesis,GO,48621,biological_process
100733,100733,negative regulation of hyaluronan biosynthetic process,GO,1900126,biological_process
100759,100759,cellular response to dexamethasone stimulus,GO,71549,biological_process
100791,100791,negative regulation of platelet-derived growth factor receptor-beta signaling pathway,GO,2000587,biological_process
100924,100924,positive regulation of metanephric glomerular visceral epithelial cell development,GO,2000478,biological_process
100945,100945,negative regulation of osteoblast proliferation,GO,33689,biological_process
100999,100999,I-kappaB phosphorylation,GO,7252,biological_process
101002,101002,common-partner SMAD protein phosphorylation,GO,7182,biological_process
101003,101003,pathway-restricted SMAD protein phosphorylation,GO,60389,biological_process
101019,101019,sebum secreting cell proliferation,GO,1990654,biological_process
101088,101088,positive regulation of SMAD protein signal transduction,GO,60391,biological_process
101089,101089,positive regulation of pathway-restricted SMAD protein phosphorylation,GO,10862,biological_process
101090,101090,positive regulation of podosome assembly,GO,71803,biological_process
101114,101114,positive regulation of NLRP3 inflammasome complex assembly,GO,1900227,biological_process
101135,101135,positive regulation of osteoblast proliferation,GO,33690,biological_process
101140,101140,positive regulation of chondrocyte proliferation,GO,1902732,biological_process
101142,101142,positive regulation of synoviocyte proliferation,GO,1901647,biological_process
101143,101143,positive regulation of trophectodermal cell proliferation,GO,1904075,biological_process
101155,101155,positive regulation of autophagosome maturation,GO,1901098,biological_process
101156,101156,positive regulation of xenophagy,GO,1904417,biological_process
101311,101311,osteoblast development,GO,2076,biological_process
101323,101323,positive regulation of melanin biosynthetic process,GO,48023,biological_process
101327,101327,positive regulation of vitamin D biosynthetic process,GO,60557,biological_process
101330,101330,positive regulation of glycogen biosynthetic process,GO,45725,biological_process
101346,101346,positive regulation of nitric oxide biosynthetic process,GO,45429,biological_process
101352,101352,positive regulation of gluconeogenesis,GO,45722,biological_process
101434,101434,luteolysis,GO,1554,biological_process
101439,101439,ovulation from ovarian follicle,GO,1542,biological_process
101515,101515,cellular response to estradiol stimulus,GO,71392,biological_process
101535,101535,cellular response to cAMP,GO,71320,biological_process
101536,101536,cellular response to staurosporine,GO,72734,biological_process
101539,101539,cellular response to indole-3-methanol,GO,71681,biological_process
101550,101550,cellular response to bile acid,GO,1903413,biological_process
101610,101610,negative regulation of adiponectin secretion,GO,70164,biological_process
101628,101628,negative regulation of amyloid-beta clearance,GO,1900222,biological_process
101649,101649,negative regulation of cold-induced thermogenesis,GO,120163,biological_process
101655,101655,negative regulation of very-low-density lipoprotein particle remodeling,GO,10903,biological_process
101706,101706,negative regulation of B cell proliferation,GO,30889,biological_process
101786,101786,signal transduction involved in regulation of gene expression,GO,23019,biological_process
101790,101790,necroptotic signaling pathway,GO,97527,biological_process
101792,101792,SMAD protein signal transduction,GO,60395,biological_process
101905,101905,membrane hyperpolarization,GO,60081,biological_process
101974,101974,cellular response to retinoic acid,GO,71300,biological_process
101981,101981,cellular response to lipopolysaccharide,GO,71222,biological_process
102172,102172,negative regulation of heterotypic cell-cell adhesion,GO,34115,biological_process
102190,102190,negative regulation of MHC class II biosynthetic process,GO,45347,biological_process
102260,102260,cellular response to nicotine,GO,71316,biological_process
102269,102269,opsonization,GO,8228,biological_process
102345,102345,chloride transmembrane transport,GO,1902476,biological_process
102483,102483,positive regulation of membrane protein ectodomain proteolysis,GO,51044,biological_process
102550,102550,positive regulation of melanosome transport,GO,1902910,biological_process
102607,102607,regulation of respiratory gaseous exchange by nervous system process,GO,2087,biological_process
102651,102651,positive regulation of osteoblast differentiation,GO,45669,biological_process
102660,102660,DNA methylation-dependent heterochromatin assembly,GO,6346,biological_process
102663,102663,neutrophil apoptotic process,GO,1781,biological_process
102684,102684,cellular response to ethanol,GO,71361,biological_process
102690,102690,placenta development,GO,1890,biological_process
102695,102695,brain development,GO,7420,biological_process
102706,102706,amyloid fibril formation,GO,1990000,biological_process
102711,102711,cardiac neuron differentiation,GO,60945,biological_process
102718,102718,nitrite transport,GO,15707,biological_process
102737,102737,positive regulation of chronic inflammatory response to antigenic stimulus,GO,2876,biological_process
102816,102816,cellular response to peptidoglycan,GO,71224,biological_process
102854,102854,vertebrate eye-specific patterning,GO,150064,biological_process
102910,102910,trophoblast giant cell differentiation,GO,60707,biological_process
102956,102956,"positive regulation of fructose 1,6-bisphosphate 1-phosphatase activity",GO,60550,biological_process
102957,102957,positive regulation of alkaline phosphatase activity,GO,10694,biological_process
102970,102970,positive regulation of protein localization to cell surface,GO,2000010,biological_process
103002,103002,transdifferentiation,GO,60290,biological_process
103013,103013,ectodermal cell differentiation,GO,10668,biological_process
103020,103020,endodermal cell differentiation,GO,35987,biological_process
103057,103057,positive regulation of monocyte chemotaxis,GO,90026,biological_process
103164,103164,cellular cadmium ion homeostasis,GO,6876,biological_process
103169,103169,ubiquitin-dependent endocytosis,GO,70086,biological_process
103224,103224,platelet degranulation,GO,2576,biological_process
103240,103240,regulation of protein complex stability,GO,61635,biological_process
103259,103259,somitogenesis,GO,1756,biological_process
103307,103307,platelet formation,GO,30220,biological_process
103352,103352,negative regulation of serine C-palmitoyltransferase activity,GO,1904221,biological_process
103391,103391,ovarian follicle development,GO,1541,biological_process
103433,103433,sphingosine-1-phosphate receptor signaling pathway,GO,3376,biological_process
103444,103444,chaperone-mediated protein complex assembly,GO,51131,biological_process
103465,103465,SMAD protein complex assembly,GO,7183,biological_process
103491,103491,positive regulation of iron ion import across plasma membrane,GO,1904440,biological_process
103506,103506,cellular response to hepatocyte growth factor stimulus,GO,35729,biological_process
103513,103513,negative regulation of MyD88-independent toll-like receptor signaling pathway,GO,34128,biological_process
103643,103643,pituitary gland development,GO,21983,biological_process
103646,103646,adrenal gland development,GO,30325,biological_process
103655,103655,thyroid gland development,GO,30878,biological_process
103678,103678,chronic inflammatory response to antigenic stimulus,GO,2439,biological_process
103686,103686,determination of adult lifespan,GO,8340,biological_process
103688,103688,keratinization,GO,31424,biological_process
103692,103692,response to dietary excess,GO,2021,biological_process
103696,103696,innervation,GO,60384,biological_process
103707,103707,circadian regulation of gene expression,GO,32922,biological_process
103716,103716,positive regulation of interleukin-2 production,GO,32743,biological_process
103717,103717,positive regulation of interleukin-8 production,GO,32757,biological_process
103719,103719,positive regulation of vascular endothelial growth factor production,GO,10575,biological_process
103727,103727,positive regulation of interleukin-18 production,GO,32741,biological_process
103729,103729,positive regulation of interleukin-10 production,GO,32733,biological_process
103730,103730,positive regulation of interleukin-6 production,GO,32755,biological_process
103734,103734,positive regulation of granulocyte macrophage colony-stimulating factor production,GO,32725,biological_process
103737,103737,positive regulation of cytokine production involved in inflammatory response,GO,1900017,biological_process
103741,103741,positive regulation of interleukin-33 production,GO,150129,biological_process
103742,103742,positive regulation of interleukin-23 production,GO,32747,biological_process
103746,103746,positive regulation of interleukin-21 production,GO,32745,biological_process
103747,103747,positive regulation of interleukin-12 production,GO,32735,biological_process
103750,103750,positive regulation of interferon-gamma production,GO,32729,biological_process
103754,103754,positive regulation of interleukin-4 production,GO,32753,biological_process
103773,103773,negative regulation of vascular endothelial growth factor signaling pathway,GO,1900747,biological_process
103809,103809,negative regulation of nitric oxide biosynthetic process,GO,45019,biological_process
103845,103845,negative regulation of hydrogen peroxide biosynthetic process,GO,10730,biological_process
103856,103856,negative regulation of gluconeogenesis,GO,45721,biological_process
103878,103878,cAMP biosynthetic process,GO,6171,biological_process
103923,103923,positive regulation of NAD+ ADP-ribosyltransferase activity,GO,1901666,biological_process
103924,103924,positive regulation of glycogen (starch) synthase activity,GO,2000467,biological_process
103971,103971,ERK1 and ERK2 cascade,GO,70371,biological_process
104021,104021,sodium-dependent organic cation transport,GO,70715,biological_process
104050,104050,bicarbonate transport,GO,15701,biological_process
104082,104082,cellular response to lipoteichoic acid,GO,71223,biological_process
104124,104124,Wnt signalosome assembly,GO,1904887,biological_process
104127,104127,integrin activation,GO,33622,biological_process
104150,104150,beta-catenin-TCF complex assembly,GO,1904837,biological_process
104156,104156,positive regulation of low-density lipoprotein receptor activity,GO,1905599,biological_process
104166,104166,female pregnancy,GO,7565,biological_process
104220,104220,renal water homeostasis,GO,3091,biological_process
104232,104232,positive regulation of activation of Janus kinase activity,GO,10536,biological_process
104355,104355,cell redox homeostasis,GO,45454,biological_process
104454,104454,negative regulation of osteoblast differentiation,GO,45668,biological_process
104460,104460,negative regulation of macrophage derived foam cell differentiation,GO,10745,biological_process
104471,104471,xenobiotic detoxification by transmembrane export across the plasma membrane,GO,1990961,biological_process
104480,104480,negative regulation of GTPase activity,GO,34260,biological_process
104604,104604,intracellular bile acid receptor signaling pathway,GO,38185,biological_process
104608,104608,peroxisome proliferator activated receptor signaling pathway,GO,35357,biological_process
104611,104611,positive regulation of monophenol monooxygenase activity,GO,32773,biological_process
104613,104613,positive regulation of calcidiol 1-monooxygenase activity,GO,60559,biological_process
104615,104615,positive regulation of nitric-oxide synthase activity,GO,51000,biological_process
104646,104646,C-5 methylation of cytosine,GO,90116,biological_process
104704,104704,positive regulation of translational initiation by iron,GO,45994,biological_process
104741,104741,activation of JNKK activity,GO,7256,biological_process
104760,104760,immune system development,GO,2520,biological_process
104764,104764,enteric nervous system development,GO,48484,biological_process
104767,104767,parasympathetic nervous system development,GO,48486,biological_process
104771,104771,sympathetic nervous system development,GO,48485,biological_process
104775,104775,nervous system development,GO,7399,biological_process
104777,104777,positive regulation of platelet activation,GO,10572,biological_process
104781,104781,cellular response to glucose stimulus,GO,71333,biological_process
104846,104846,positive regulation of peroxisome proliferator activated receptor signaling pathway,GO,35360,biological_process
